"Function Code","Mnemonic","Long Name","Group","Number Of Parameters","Data Field Length Bytes","Description","Variable Size"
0x790001,"OST0_DISABLE","ODY STR_1 DISABLE","ODySSy Sensor Model","0","0","Turn the hardware model off","False"
0x7a0000,"OST1_ENABLE","ODY STR_2 ENABLE","ODySSy Sensor Model","0","0","Turn the hardware model on","False"
0x7a0001,"OST1_DISABLE","ODY STR_2 DISABLE","ODySSy Sensor Model","0","0","Turn the hardware model off","False"
0x830000,"OSS0_ENABLE","ODY SVS_1 ENABLE","ODySSy Sensor Model","0","0","Turn the hardware model on","False"
0x830001,"OSS0_DISABLE","ODY SVS_1 DISABLE","ODySSy Sensor Model","0","0","Turn the hardware model off","False"
0x840000,"OSS1_ENABLE","ODY SVS_2 ENABLE","ODySSy Sensor Model","0","0","Turn the hardware model on","False"
0x840001,"OSS1_DISABLE","ODY SVS_2 DISABLE","ODySSy Sensor Model","0","0","Turn the hardware model off","False"
0x10040000,"OPL0_SET_POWER","ODY Payload 1 Set Power","ODySSy Data Management","1","4","Turn payload on/off","False"
0x10040001,"OPL0_SET_MODE","ODY Payload 1 Set Mode","ODySSy Data Management","1","4","Set the payload mode","False"
0x10050000,"OPL1_SET_POWER","ODY Payload 23 Set Power","ODySSy Data Management","1","4","Turn payload on/off","False"
0x10050001,"OPL1_SET_MODE","ODY Payload 23 Set Mode","ODySSy Data Management","1","4","Set the payload mode","False"
0xdac0000,"OSD_SET_DATAREC_STATE","ODY Data Recorder SetDataRecorderState","ODySSy Data Management","1","8","Set the current state of the data recorder as % of capacity","False"
0x3e80000,"STK_CONNECT_CMD","STK CONNECT_CMD","SOLIS Simulation","1","128","Sends a command to STK through Connect","False"
0x3e80001,"STK_STOP_SIM","STK STOP_SIM","SOLIS Simulation","0","0","Sends a command to stop the current simulation","False"
0x13880000,"CMD_HIST_DUMP","Command History Dump","Command & Data Handling","1","128","Command History Dump File","False"
0x13880001,"CMD_HIST_AUTO_DUMP_ON","Command History Auto Dump On","Command & Data Handling","0","0","Command History Activate Automatic Command History Dump When History Is Full","False"
0x13880002,"CMD_HIST_AUTO_DUMP_OFF","Command History Auto Dump Off","Command & Data Handling","0","0","Command History Deactivate  Automatic Command History Dump When History Is Full","False"
0x13880003,"CMD_HIST_AUTO_DUMP","Command History Auto Dump","Command & Data Handling","0","0","Command History Automatic Command History Dump","False"
0x13ec0000,"MISC_CONFIG_LOAD","Misc Config Load","Command & Data Handling","1","128","Misc Load A Configuration File","False"
0x13ec0001,"MISC_CONFIG_PARSE","Misc Config Parse","Command & Data Handling","1","128","Misc Parse A Configuration String","False"
0x13ec0002,"MISC_REBOOT","Misc Reboot","Command & Data Handling","0","0","Misc Reboot The Flight Processor","False"
0x13ec0003,"MISC_PRINT","Misc Print","Command & Data Handling","1","128","Misc Print A String","False"
0x13ec0004,"MISC_EVR","Misc Send Event Report","Command & Data Handling","1","128","Misc Send Any Event Report","False"
0x13ec0005,"MISC_RM","Misc Remove File","Command & Data Handling","1","128","Misc Remove File","False"
0x13ec0006,"MISC_SYSTEM","Misc System","Command & Data Handling","1","128","Misc System","False"
0x15e00000,"PLD_SET_APID_FREQ","Payload Set Packet Frequency","Command & Data Handling","2","16","Payload Set Packet Frequency","False"
0x15e00001,"PLD_RECORD","Payload Record","Command & Data Handling","1","4","Start / stop recording","False"
0x15e00002,"PLD_SET_OLDEST_NS_BY_SEQ","Payload Set Oldest Not Sent By Seq","Command & Data Handling","1","4","Payload Set Oldest Not Sent By Sequence Number","False"
0x15e00003,"PLD_SET_OLDEST_NS_BY_TIME","Payload Set Oldest Not Sent By Time","Command & Data Handling","1","8","Payload Set Oldest Not Sent By Time","False"
0x15e00004,"PLD_DEL_BY_SEQ","Payload Delete By Seq","Command & Data Handling","2","8","Payload Delete By Sequence Number","False"
0x15e00005,"PLD_DEL_BY_TIME","Payload Delete By Time","Command & Data Handling","2","16","Payload Delete By Time","False"
0x15e00006,"PLD_SAVE_PKTS","Payload Delete By Time","Command & Data Handling","0","0","Payload Delete By Time","False"
0x15e00007,"PLD_LOAD_PKTS","Payload Delete By Time","Command & Data Handling","0","0","Payload Delete By Time","False"
0x120000,"CMD_TLM_NOOP","Cmd & Tlm No-OP","Command Sequencing","0","0","Cmd & Tlm No-OP","False"
0x27100000,"TLM_MON_FP_CL_ALL_CONDS","Telemetry Monitor Clear all conditions","Telemetry Monitor","0","0","Telemetry Monitor Clear all conditions","False"
0x27100001,"TLM_MON_FP_CL_COND","Telemetry Monitor Clear condition","Telemetry Monitor","1","4","Telemetry Monitor Clear condition","False"
0x27100010,"TLM_MON_FP_M_EN_DET","Telemetry Monitor Master Enable Detections","Telemetry Monitor","1","4","Telemetry Monitor Master Enable Detections","False"
0x27100011,"TLM_MON_FP_EN_ALL_DET","Telemetry Monitor Enable All Detection Bits","Telemetry Monitor","1","4","Telemetry Monitor Enable All Detection Bits","False"
0x27100012,"TLM_MON_FP_EN_DET_MASK","Telemetry Monitor Enable Detection By Mask","Telemetry Monitor","3","12","Telemetry Monitor Enable Detection By Mask","False"
0x27100013,"TLM_MON_FP_EN_DET","Telemetry Monitor Enable Detection By ID","Telemetry Monitor","2","8","Telemetry Monitor Enable Detection By ID","False"
0x27100020,"TLM_MON_FP_M_EN_RES","Telemetry Monitor Master Enable Responses","Telemetry Monitor","1","4","Telemetry Monitor Master Enable Responses","False"
0x27100021,"TLM_MON_FP_EN_ALL_RES","Telemetry Monitor Enable All Response Bits","Telemetry Monitor","1","4","Telemetry Monitor Enable All Response Bits","False"
0x27100022,"TLM_MON_FP_EN_RES_MASK","Telemetry Monitor Enable Response By Mask","Telemetry Monitor","3","12","Telemetry Monitor Enable Response By Mask","False"
0x27100023,"TLM_MON_FP_EN_RES","Telemetry Monitor Enable Response By ID","Telemetry Monitor","2","8","Telemetry Monitor Enable Response By ID","False"
0x27100030,"TLM_MON_FP_RST_ALL_CNTS","Telemetry Monitor Reset all FPU counters","Telemetry Monitor","0","0","Telemetry Monitor Reset all FPU counters","False"
0x27100031,"TLM_MON_FP_RST_ALL_IN_COND_CNTS","Telemetry Monitor Reset all in condition FPU counters","Telemetry Monitor","0","0","Telemetry Monitor Reset all in condition FPU counters","False"
0x27100032,"TLM_MON_FP_RST_ALL_ANY_COND_CNTS","Telemetry Monitor Reset all any condition FPU counters","Telemetry Monitor","0","0","Telemetry Monitor Reset all any condition FPU counters","False"
0x27100033,"TLM_MON_FP_RST_IN_COND_CNT","Telemetry Monitor Reset in condition FPU counter","Telemetry Monitor","1","4","Telemetry Monitor Reset in condition FPU counter","False"
0x27100034,"TLM_MON_FP_RST_ANY_COND_CNT","Telemetry Monitor Reset any condition FPU counter","Telemetry Monitor","1","4","Telemetry Monitor Reset any condition FPU counter","False"
0x27100040,"TLM_MON_FP_SET_COND_THRESHOLD","Telemetry Monitor Set condition threshold","Telemetry Monitor","2","16","Telemetry Monitor Set condition threshold","False"
0x27100041,"TLM_MON_FP_SET_COND_STR_CMP","Telemetry Monitor Set condition string compare","Telemetry Monitor","2","260","Telemetry Monitor Set condition string compare","False"
0x27100050,"TLM_MON_FP_SET_IN_COND_PERSIST_LMT","Telemetry Monitor Set in condition persistence limit","Telemetry Monitor","2","8","Telemetry Monitor Set in condition persistence limit","False"
0x27100051,"TLM_MON_FP_SET_ANY_COND_PERSIST_LMT","Telemetry Monitor Set any condition persistence limit","Telemetry Monitor","2","8","Telemetry Monitor Set any condition persistence limit","False"
0x27100060,"TLM_MON_FP_EXT_COND_LVL","Telemetry Monitor External maximum condition level","Telemetry Monitor","1","4","Telemetry Monitor External maximum condition level","False"
0x1b0000,"EPS_NOOP","EPS No-OP","Command & Data Handling","0","0","EPS No-OP","False"
0x9c40000,"OPW_FI_BATT_PWR_EN","ODY Power Fault Injection--Battery Power (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for battery power.","False"
0x9c40001,"OPW_FI_BATT_CURR_EN","ODY Power Fault Injection--Battery Current (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for battery current.","False"
0x9c40002,"OPW_FI_BATT_VOLT_EN","ODY Power Fault Injection--Battery Voltage (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for battery voltage.","False"
0x9c40003,"OPW_FI_BATT_CHRG_EN","ODY Power Fault Injection--Battery SOC AHr (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for battery state of charge (AHr).","False"
0x9c40004,"OPW_FI_BATT_PCT_EN","ODY Power Fault Injection--Battery SOC % (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for battery state of charge (%).","False"
0x9c40005,"OPW_FI_LOAD_PWR_EN","ODY Power Fault Injection--Load Power (Enable)","ODySSy Power Thermal","1","1","ODY Power--Enable the fault-injected value for load power.","False"
0x9c40006,"OPW_FI_BATT_PWR_VAL","ODY Power Fault Injection--Battery Power (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for battery power.","False"
0x9c40007,"OPW_FI_BATT_CURR_VAL","ODY Power Fault Injection--Battery Current (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for battery current.","False"
0x9c40008,"OPW_FI_BATT_VOLT_VAL","ODY Power Fault Injection--Battery Voltage (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for battery voltage.","False"
0x9c40009,"OPW_FI_BATT_CHRG_VAL","ODY Power Fault Injection--Battery SOC AHr (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for battery state of charge (AHr).","False"
0x9c4000a,"OPW_FI_BATT_PCT_VAL","ODY Power Fault Injection--Battery SOC % (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for battery state of charge (%).","False"
0x9c4000b,"OPW_FI_LOAD_PWR_VAL","ODY Power Fault Injection--Load Power (Value)","ODySSy Power Thermal","1","8","ODY Power--Set the fault-injected value for load power.","False"
0x1c200000,"FDM_FILE_DOWNLOAD","File Download","Command & Data Handling","1","128","File Download","False"
0x1c200001,"FDM_FILE_DOWNLOAD_PART","File Download Part","Command & Data Handling","4","140","File Download Part","False"
0x1c200002,"FDM_FILE_DOWNLOAD_CANCEL","File Download Cancel","Command & Data Handling","0","0","File Download Cancel","False"
0x1bbc0000,"FUM_FILE_UPLOAD_SETUP","File Upload Setup","Command & Data Handling","4","144","File Upload Setup","False"
0x1bbc0001,"FUM_FILE_UPLOAD_DATA","File Upload Data","Command & Data Handling","4","1040","File Upload Data","True"
0xf0020000,"FILE_NOOP","File No-OP","Command & Data Handling","0","0","File No-OP","False"
0x60000,"HWIO_NOOP","HWIO No-OP","Command & Data Handling","0","0","HWIO No-OP","False"
0x150000,"PLD_NOOP","Payloads No-OP","Command & Data Handling","0","0","Payloads No-OP","False"
0x17d40000,"FJ_START_REL","Sequence Engine Start Relative","Command Sequencing","3","256","Sequence Engine Start - Relative Time","False"
0x17d40001,"FJ_START_ABS","Sequence Engine Start Absolute","Command Sequencing","3","256","Sequence Engine Start - Absolute Time","False"
0x17d40002,"FJ_ABORT","Sequence Engine Abort","Command Sequencing","1","120","Sequence Engine Abort Sequence","False"
0x17d40003,"FJ_ABORT_ALL","Sequence Engine Abort All","Command Sequencing","0","0","Sequence Engine Abort All Sequence","False"
0x17d40004,"FJ_ABORT_ALL_EXCEPT","Sequence Engine Abort All Except","Command Sequencing","1","120","Sequence Engine Abort All Sequences except the one(s) specified","False"
0x17d40005,"FJ_LOAD","Sequence Engine Load","Command Sequencing","1","120","Sequence Engine Load Sequence","False"
0x17d40006,"FJ_UNLOAD","Sequence Engine Unload","Command Sequencing","1","120","Sequence Engine Unload Sequence","False"
0x17d40007,"FJ_SHOW_PROCS","Sequence Engine Show Procedures","Command Sequencing","0","0","Sequence Engine Show Loaded Procedures","False"
0x17d40008,"FJ_MAKE_CURRENT","Sequence Engine Make Current","Command Sequencing","3","128","Sequence Engine Make Current","False"
0x180000,"SEQ_NOOP","Sequence Engine No-OP","Command Sequencing","0","0","Sequence Engine No-OP","False"
0x1e0000,"TM_NOOP","Time No-OP","Command & Data Handling","0","0","Time No-OP","False"
0xfa00000,"TIME_SET_SCLK","Time Set SCLK","Command & Data Handling","2","6","Time set spacecraft clock","False"
0xfa00001,"TIME_SET_UTC_MINUS_SCLK","Time Set UTC - SCLK","Command & Data Handling","1","8","Time set UTC minus spacecraft clock","False"
0xfa00002,"TIME_SET_GPS_MINUS_SCLK","Time Set GPS - SCLK","Command & Data Handling","1","8","Time set GPS minus spacecraft clock","False"
