"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
700,1,"MDC_ACMODE","Mode Control ACMode","none","4","4","ENUM","Current attitude control mode","%s"
700,2,"MDC_CLOCKINGOPTION","Mode Control ClockingOption","enum","8","4","ENUM","The current clocking option","%s"
700,3,"MDC_RESACMODE","Mode Control ResACMode","none","12","4","ENUM","Reserve attitude control mode","%s"
700,4,"MDC_RESCLOCKINGOPTION","Mode Control ResClockingOption","enum","16","4","ENUM","The reserve clocking option","%s"
700,5,"MDC_MODECOUNTS","Mode Control ModeCounts","counts","20","4","ULI","Number of frames in current mode","%d"
700,6,"MDC_VALIDMODETRANSCNT","Mode Control ValidModeTransCnt","counts","24","2","UI","Number of valid mode transitions","%d"
700,7,"MDC_INVALIDMODETRANSCNT","Mode Control InvalidModeTransCnt","counts","26","2","UI","Number of invalid mode transitions","%d"
370,0,"SPC_SUN_UBDYX","All Sun Angle Sensors Sun_UBDYX","Uvec","0","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
370,1,"SPC_SUN_UBDYY","All Sun Angle Sensors Sun_UBDYY","Uvec","8","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
370,2,"SPC_SUN_UBDYZ","All Sun Angle Sensors Sun_UBDYZ","Uvec","16","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
370,3,"SPC_TIMESINCELASTVAL","All Sun Angle Sensors TimeSinceLastVal","s","24","8","DFP","Time since the last valid value","%1.17g"
370,4,"SPC_NUMVALMEAS","All Sun Angle Sensors NumValMeas","none","32","1","UB","Number of valid measurements on current frame","%d"
370,5,"SPC_SUNVECTORVALID_CNT","All Sun Angle Sensors SunVectorValid_Cnt","counts","36","4","ULI","Cumulative counts of computing a valid sun vector","%d"
370,6,"SPC_SUNVECTORVALID","All Sun Angle Sensors SunVectorValid","none","40","4","ENUM","Sun vector validity flag","%s"
360,0,"SPG_FILTERSTATUS","All GPS FilterStatus","none","0","4","ENUM","What is the state of the GPS filter","%s"
360,1,"SPG_FILTERINITTIME","All GPS FilterInitTime","s","8","8","DFP","Time that the GPS filter was initialized","%1.17g"
360,2,"SPG_POSERRRESID_CBIX","All GPS PosErrResid_CBIX","m","16","8","DFP","Position error residual of GPS filter","%1.17g"
360,3,"SPG_POSERRRESID_CBIY","All GPS PosErrResid_CBIY","m","24","8","DFP","Position error residual of GPS filter","%1.17g"
360,4,"SPG_POSERRRESID_CBIZ","All GPS PosErrResid_CBIZ","m","32","8","DFP","Position error residual of GPS filter","%1.17g"
360,5,"SPG_VELERRRESID_CBIX","All GPS VelErrResid_CBIX","m/s","40","8","DFP","Velocity error residual of GPS filter","%1.17g"
360,6,"SPG_VELERRRESID_CBIY","All GPS VelErrResid_CBIY","m/s","48","8","DFP","Velocity error residual of GPS filter","%1.17g"
360,7,"SPG_VELERRRESID_CBIZ","All GPS VelErrResid_CBIZ","m/s","56","8","DFP","Velocity error residual of GPS filter","%1.17g"
360,8,"SPG_OUTAGESTATUS","All GPS OutageStatus","none","64","4","ENUM","The status of the GPS outage","%s"
360,9,"SPG_OUTAGEDUR","All GPS OutageDur","s","72","8","DFP","Duration of last outage","%1.17g"
360,10,"SPG_OUTAGESTART","All GPS OutageStart","s","80","8","DFP","Start time of last outage","%1.17g"
360,11,"SPG_ACCEPTMEASUNCONVCNT","All GPS AcceptMeasUnconvCnt","none","88","4","ULI","Number of accepted GPS measurements while unconverged","%d"
360,12,"SPG_ACCEPTMEASPOSTOUTAGECNT","All GPS AcceptMeasPostOutageCnt","none","92","4","ULI","Number of accepted GPS measurements during post-outage","%d"
360,13,"SPG_ACCEPTMEASTOTALCNT","All GPS AcceptMeasTotalCnt","none","96","4","ULI","Total number of accepted GPS measurements","%d"
360,14,"SPG_REJECTSEQMEASCNT","All GPS RejectSeqMeasCnt","none","100","4","ULI","Number of sequential rejected GPS measurements","%d"
360,15,"SPG_REJECTMEASTOTALCNT","All GPS RejectMeasTotalCnt","none","104","4","ULI","Total number of rejected GPS measurements","%d"
360,16,"SPG_ACCEPTTIME","All GPS AcceptTime","s","112","8","DFP","Time of last accepted measurement","%1.17g"
360,17,"SPG_ACCEPTPOS_CBIX","All GPS AcceptPos_CBIX","m","120","8","DFP","Position of last accepted measurement (converted to CBI)","%1.17g"
360,18,"SPG_ACCEPTPOS_CBIY","All GPS AcceptPos_CBIY","m","128","8","DFP","Position of last accepted measurement (converted to CBI)","%1.17g"
360,19,"SPG_ACCEPTPOS_CBIZ","All GPS AcceptPos_CBIZ","m","136","8","DFP","Position of last accepted measurement (converted to CBI)","%1.17g"
360,20,"SPG_ACCEPTVEL_CBIX","All GPS AcceptVel_CBIX","m/s","144","8","DFP","Velocity of last accepted measurement (converted to CBI)","%1.17g"
360,21,"SPG_ACCEPTVEL_CBIY","All GPS AcceptVel_CBIY","m/s","152","8","DFP","Velocity of last accepted measurement (converted to CBI)","%1.17g"
360,22,"SPG_ACCEPTVEL_CBIZ","All GPS AcceptVel_CBIZ","m/s","160","8","DFP","Velocity of last accepted measurement (converted to CBI)","%1.17g"
360,23,"SPG_NUMRCVRSVAL","All GPS NumRcvrsVal","none","168","1","UB","Number of GPS recievers showing a valid measurement this frame (prior to processing)","%d"
360,24,"SPG_ACCEPTEDMEAS","All GPS AcceptedMeas","bool","172","4","ENUM","Is there an accepted measurement this frame","%s"
360,25,"SPG_VALIDMEAS","All GPS ValidMeas","none","176","4","ENUM","Is there a valid measurement this frame to be considered for procesing","%s"
360,26,"SPG_VALIDTIME","All GPS ValidTime","s","184","8","DFP","Time of the valid value","%1.17g"
360,27,"SPG_TIMESINCELASTVAL","All GPS TimeSinceLastVal","s","192","8","DFP","Time since the last valid value","%1.17g"
360,28,"SPG_WHICHSENSOR","All GPS WhichSensor","none","200","1","SB","Identifies which sensor is being used.  -1 indicates a blend","%d"
350,0,"SPH_NUMVALID","All Hrz Sensors NumValid","none","0","1","UB","Number of valid horizon sensors on current frame","%d"
310,0,"SPI_ESTANGRATE_BDYX","All IMUs EstAngRate_BDYX","rad/s","0","8","DFP","Estimated angular rate at the sensor in the BDY frame ","%1.17g"
310,1,"SPI_ESTANGRATE_BDYY","All IMUs EstAngRate_BDYY","rad/s","8","8","DFP","Estimated angular rate at the sensor in the BDY frame ","%1.17g"
310,2,"SPI_ESTANGRATE_BDYZ","All IMUs EstAngRate_BDYZ","rad/s","16","8","DFP","Estimated angular rate at the sensor in the BDY frame ","%1.17g"
310,3,"SPI_ESTLINACC_BDYX","All IMUs EstLinAcc_BDYX","rad/s","24","8","DFP","Estimated linear acceleration at the sensor in the BDY frame","%1.17g"
310,4,"SPI_ESTLINACC_BDYY","All IMUs EstLinAcc_BDYY","rad/s","32","8","DFP","Estimated linear acceleration at the sensor in the BDY frame","%1.17g"
310,5,"SPI_ESTLINACC_BDYZ","All IMUs EstLinAcc_BDYZ","rad/s","40","8","DFP","Estimated linear acceleration at the sensor in the BDY frame","%1.17g"
310,6,"SPI_TIMESINCELASTVALRTE","All IMUs TimeSinceLastValRTE","s","48","8","DFP","Time since the last valid rate sensor","%1.17g"
310,7,"SPI_TIMESINCELASTVALACC","All IMUs TimeSinceLastValACC","s","56","8","DFP","Time since the last valid accelerometer","%1.17g"
310,8,"SPI_NUMVALANGRATEMEAS","All IMUs NumValAngRateMeas","none","64","1","UB","Number of valid angular rate measurements on current frame","%d"
310,9,"SPI_NUMVALLINACCMEAS","All IMUs NumValLinAccMeas","none","65","1","UB","Number of valid linear acceleration measurements on current frame","%d"
310,10,"SPI_WHICHANGRATESENSOR","All IMUs WhichAngRateSensor","none","66","1","SB","Identifies which sensor angular rate sensor is being used.  -1 indicates a blend","%d"
310,11,"SPI_WHICHLINACCSENSOR","All IMUs WhichLinAccSensor","none","67","1","SB","Identifies which sensor linear acceleration sensor is being used.  -1 indicates a blend","%d"
310,12,"SPI_ANGMEASVALID","All IMUs AngMeasValid","none","68","4","ENUM","Angular Rate:  Measurement validity flag","%s"
310,13,"SPI_LINMEASVALID","All IMUs LinMeasValid","none","72","4","ENUM","Linear Acceleration:  Measurement validity flag","%s"
340,0,"SPM_MAGFLD_BDYX","All Magnetometers MagFld_BDYX","T","0","8","DFP","Magnetic field estimate from combined sensors","%1.17g"
340,1,"SPM_MAGFLD_BDYY","All Magnetometers MagFld_BDYY","T","8","8","DFP","Magnetic field estimate from combined sensors","%1.17g"
340,2,"SPM_MAGFLD_BDYZ","All Magnetometers MagFld_BDYZ","T","16","8","DFP","Magnetic field estimate from combined sensors","%1.17g"
340,3,"SPM_TIMESINCELASTVAL","All Magnetometers TimeSinceLastVal","s","24","8","DFP","Time since the last valid value","%1.17g"
340,4,"SPM_NUMVALIDSENSORS","All Magnetometers NumValidSensors","none","32","1","UB","Number of valid sensors on current frame","%d"
340,5,"SPM_WHICHSENSOR","All Magnetometers WhichSensor","none","33","1","SB","Identifies which sensor is being used.  -1 indicates a blend","%d"
340,6,"SPM_ISVALID","All Magnetometers IsValid","none","36","4","ENUM","Combined measurement validity flag","%s"
300,0,"SPR_MEASVALID","All Rate Sensors MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
300,1,"SPR_ESTRATE_BDYX","All Rate Sensors EstRate_BDYX","rad/s","8","8","DFP","Estimated body rate after filtering and data fusion","%1.17g"
300,2,"SPR_ESTRATE_BDYY","All Rate Sensors EstRate_BDYY","rad/s","16","8","DFP","Estimated body rate after filtering and data fusion","%1.17g"
300,3,"SPR_ESTRATE_BDYZ","All Rate Sensors EstRate_BDYZ","rad/s","24","8","DFP","Estimated body rate after filtering and data fusion","%1.17g"
330,0,"SPS_SUN_UBDYX","All Sun Vector Sensors Sun_UBDYX","Uvec","0","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
330,1,"SPS_SUN_UBDYY","All Sun Vector Sensors Sun_UBDYY","Uvec","8","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
330,2,"SPS_SUN_UBDYZ","All Sun Vector Sensors Sun_UBDYZ","Uvec","16","8","DFP","Best sun vector estimate from all the sun sensors","%1.17g"
330,3,"SPS_TIMESINCELASTVAL","All Sun Vector Sensors TimeSinceLastVal","s","24","8","DFP","Time since the last valid value","%1.17g"
330,4,"SPS_NUMVALMEAS","All Sun Vector Sensors NumValMeas","none","32","1","UB","Number of valid measurements on current frame","%d"
330,5,"SPS_WHICHSENSOR","All Sun Vector Sensors WhichSensor","none","33","1","SB","Identifies which sensor is being used.  -1 indicates a blend","%d"
330,6,"SPS_ISVALID","All Sun Vector Sensors IsValid","none","36","4","ENUM","Combined measurement validity flag","%s"
621,0,"VEH_LEVELPropTank","UTL Mass Props LevelPropTank","%","0","8","DFP","% of capacity remaining in attached objectPropTank","%1.17g"
621,1,"VEH_MASSREMAININGPropTank","UTL Mass Props MassRemainingPropTank","kg","8","8","DFP","Mass remaining in attached object (above minimum)PropTank","%1.17g"
621,2,"VEH_CM_BDYXPropTank","UTL Mass Props CM_BDYXPropTank","m","16","8","DFP","Object CM location in BDY framePropTank","%1.17g"
621,3,"VEH_CM_BDYYPropTank","UTL Mass Props CM_BDYYPropTank","m","24","8","DFP","Object CM location in BDY framePropTank","%1.17g"
621,4,"VEH_CM_BDYZPropTank","UTL Mass Props CM_BDYZPropTank","m","32","8","DFP","Object CM location in BDY framePropTank","%1.17g"
620,0,"VEH_BUSCONFIG","Vehicle State BusConfig","none","0","4","ENUM","Current bus mass properties configuration","%s"
620,1,"VEH_BUSLEVEL","Vehicle State BusLevel","%","8","8","DFP","% of capacity remaining in bus","%1.17g"
620,2,"VEH_BUSMASSREMAINING","Vehicle State BusMassRemaining","kg","16","8","DFP","Mass remaining in bus (above minimum)","%1.17g"
620,3,"VEH_MASS","Vehicle State Mass","kg","24","8","DFP","Spacecraft mass","%1.17g"
620,4,"VEH_CM_BDYX","Vehicle State CM_BDYX","m","32","8","DFP","Spacecraft CM location in BDY frame","%1.17g"
620,5,"VEH_CM_BDYY","Vehicle State CM_BDYY","m","40","8","DFP","Spacecraft CM location in BDY frame","%1.17g"
620,6,"VEH_CM_BDYZ","Vehicle State CM_BDYZ","m","48","8","DFP","Spacecraft CM location in BDY frame","%1.17g"
620,7,"VEH_INERTIA_BDYCMXX","Vehicle State Inertia_BDYCMXX","kg*m^2","56","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,8,"VEH_INERTIA_BDYCMXY","Vehicle State Inertia_BDYCMXY","kg*m^2","64","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,9,"VEH_INERTIA_BDYCMXZ","Vehicle State Inertia_BDYCMXZ","kg*m^2","72","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,10,"VEH_INERTIA_BDYCMYX","Vehicle State Inertia_BDYCMYX","kg*m^2","80","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,11,"VEH_INERTIA_BDYCMYY","Vehicle State Inertia_BDYCMYY","kg*m^2","88","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,12,"VEH_INERTIA_BDYCMYZ","Vehicle State Inertia_BDYCMYZ","kg*m^2","96","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,13,"VEH_INERTIA_BDYCMZX","Vehicle State Inertia_BDYCMZX","kg*m^2","104","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,14,"VEH_INERTIA_BDYCMZY","Vehicle State Inertia_BDYCMZY","kg*m^2","112","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,15,"VEH_INERTIA_BDYCMZZ","Vehicle State Inertia_BDYCMZZ","kg*m^2","120","8","DFP","Spacecraft inertia about its CM","%1.17g"
620,16,"VEH_ATTCTRLCONFIG","Vehicle State AttCtrlConfig","none","128","4","ENUM","Current attitude controller","%s"
620,17,"VEH_MOMCTRLCONFIG","Vehicle State MomCtrlConfig","none","132","4","ENUM","Current momentum controller","%s"
620,18,"VEH_MISSIONMODE","Vehicle State MissionMode","none","136","4","ENUM","Current mission mode","%s"
620,19,"VEH_SUNLOSTPERSCNT","Vehicle State SunLostPersCnt","none","140","4","ULI","Number of consistent frames that the without a valid sun measurement or valid sun buffer","%d"
620,20,"VEH_SUNMEASVALIDITY","Vehicle State SunMeasValidity","enum","144","4","ENUM","Is the sun estimate from sensor_ buffer_ or invalid","%s"
620,21,"VEH_SUNMEASEST_UBDYX","Vehicle State SunMeasEst_UBDYX","Uvec","152","8","DFP","The best sun sensor measurement or buffer value in UBDYX","%1.17g"
620,22,"VEH_SUNMEASEST_UBDYY","Vehicle State SunMeasEst_UBDYY","Uvec","160","8","DFP","The best sun sensor measurement or buffer value in UBDYY","%1.17g"
620,23,"VEH_SUNMEASEST_UBDYZ","Vehicle State SunMeasEst_UBDYZ","Uvec","168","8","DFP","The best sun sensor measurement or buffer value in UBDYZ","%1.17g"
620,24,"VEH_SUNAVOIDVIOLATED","Vehicle State SunAvoidViolated","bool","176","4","ENUM","Flag indicating whether the sun is currently violating any sun avoidance parameters","%s"
620,25,"VEH_SUNAVOIDINDEX","Vehicle State SunAvoidIndex","none","180","4","ULI","Index indiacting which keep out zone parameter has been violated","%d"
620,26,"VEH_SUNAVOIDANGLE","Vehicle State SunAvoidAngle","rad","184","8","DFP","Angle between the sun and the sun keep out zone vector","%1.17g"
620,27,"VEH_SUNAVOIDENABLED","Vehicle State SunAvoidEnabled","bool","192","4","ENUM","Flag indicating sun avoidance state_ enabled by default when sun avoidance parameters are defined","%s"
620,28,"VEH_DELTAVEST_BDYX","Vehicle State DeltaVEst_BDYX","m/s","200","8","DFP","Total delta-v since telemetry last reset in BDYX","%1.17g"
620,29,"VEH_DELTAVEST_BDYY","Vehicle State DeltaVEst_BDYY","m/s","208","8","DFP","Total delta-v since telemetry last reset in BDYY","%1.17g"
620,30,"VEH_DELTAVEST_BDYZ","Vehicle State DeltaVEst_BDYZ","m/s","216","8","DFP","Total delta-v since telemetry last reset in BDYZ","%1.17g"
620,31,"VEH_DELTAVEST_ORBX","Vehicle State DeltaVEst_ORBX","m/s","224","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in ORBX","%1.17g"
620,32,"VEH_DELTAVEST_ORBY","Vehicle State DeltaVEst_ORBY","m/s","232","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in ORBY","%1.17g"
620,33,"VEH_DELTAVEST_ORBZ","Vehicle State DeltaVEst_ORBZ","m/s","240","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in ORBZ","%1.17g"
620,34,"VEH_DELTAVEST_CBIX","Vehicle State DeltaVEst_CBIX","m/s","248","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in CBIX","%1.17g"
620,35,"VEH_DELTAVEST_CBIY","Vehicle State DeltaVEst_CBIY","m/s","256","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in CBIY","%1.17g"
620,36,"VEH_DELTAVEST_CBIZ","Vehicle State DeltaVEst_CBIZ","m/s","264","8","DFP","Total delta-v estimated from thruster commands since telemetry last reset in CBIZ","%1.17g"
620,37,"VEH_DELTAVMAGEST","Vehicle State DeltaVMagEst","m/s","272","8","DFP","Total delta-v estimated from thruster commands magnitude since telemetry last reset","%1.17g"
620,38,"VEH_SCMOM_BDYX","Vehicle State SCMom_BDYX","N*m*s","280","8","DFP","Estimated spacecraft momentum in BDY frame","%1.17g"
620,39,"VEH_SCMOM_BDYY","Vehicle State SCMom_BDYY","N*m*s","288","8","DFP","Estimated spacecraft momentum in BDY frame","%1.17g"
620,40,"VEH_SCMOM_BDYZ","Vehicle State SCMom_BDYZ","N*m*s","296","8","DFP","Estimated spacecraft momentum in BDY frame","%1.17g"
620,41,"VEH_ACTMOM_BDYX","Vehicle State ActMom_BDYX","N*m*s","304","8","DFP","Estimated actuator momentum in BDY frame","%1.17g"
620,42,"VEH_ACTMOM_BDYY","Vehicle State ActMom_BDYY","N*m*s","312","8","DFP","Estimated actuator momentum in BDY frame","%1.17g"
620,43,"VEH_ACTMOM_BDYZ","Vehicle State ActMom_BDYZ","N*m*s","320","8","DFP","Estimated actuator momentum in BDY frame","%1.17g"
620,44,"VEH_TOTMOM_BDYX","Vehicle State TotMom_BDYX","N*m*s","328","8","DFP","Estimated total spacecraft momentum in BDY frame","%1.17g"
620,45,"VEH_TOTMOM_BDYY","Vehicle State TotMom_BDYY","N*m*s","336","8","DFP","Estimated total spacecraft momentum in BDY frame","%1.17g"
620,46,"VEH_TOTMOM_BDYZ","Vehicle State TotMom_BDYZ","N*m*s","344","8","DFP","Estimated total spacecraft momentum in BDY frame","%1.17g"
620,47,"VEH_TOTMOMMAG","Vehicle State TotMomMag","N*m*s","352","8","DFP","Estimated total spacecraft momentum magnitude","%1.17g"
622,0,"VEH_CONSTRAINTSMETConstraint_1","Attitude Constraints ConstraintsMetConstraint_1","bool","0","4","ENUM","Indicates whether all attitude_ rate_ and momentum constraints were metConstraint_1","%s"
622,1,"VEH_CONSTRAINTSMETConstraint_2","Attitude Constraints ConstraintsMetConstraint_2","bool","4","4","ENUM","Indicates whether all attitude_ rate_ and momentum constraints were metConstraint_2","%s"
440,0,"MTP0_PWCMD","Magnetic Torquer_1 PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
440,1,"MTP0_PWCMDPERIODFRAC","Magnetic Torquer_1 PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
441,0,"MTP1_PWCMD","Magnetic Torquer_2 PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
441,1,"MTP1_PWCMDPERIODFRAC","Magnetic Torquer_2 PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
410,0,"RWP0_TIMESINCELASTVAL","Reaction Wheel_1 TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
410,1,"RWP0_SPEEDAVAIL","Reaction Wheel_1 SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
410,2,"RWP0_FILTSPEED","Reaction Wheel_1 FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
410,3,"RWP0_MEASSPEED","Reaction Wheel_1 MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
410,4,"RWP0_SPEEDCMD","Reaction Wheel_1 SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
410,5,"RWP0_MOMENTUM","Reaction Wheel_1 Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
410,6,"RWP0_TRQCMD","Reaction Wheel_1 TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
411,0,"RWP1_TIMESINCELASTVAL","Reaction Wheel_2 TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
411,1,"RWP1_SPEEDAVAIL","Reaction Wheel_2 SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
411,2,"RWP1_FILTSPEED","Reaction Wheel_2 FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
411,3,"RWP1_MEASSPEED","Reaction Wheel_2 MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
411,4,"RWP1_SPEEDCMD","Reaction Wheel_2 SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
411,5,"RWP1_MOMENTUM","Reaction Wheel_2 Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
411,6,"RWP1_TRQCMD","Reaction Wheel_2 TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
412,0,"RWP2_TIMESINCELASTVAL","Reaction Wheel_3 TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
412,1,"RWP2_SPEEDAVAIL","Reaction Wheel_3 SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
412,2,"RWP2_FILTSPEED","Reaction Wheel_3 FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
412,3,"RWP2_MEASSPEED","Reaction Wheel_3 MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
412,4,"RWP2_SPEEDCMD","Reaction Wheel_3 SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
412,5,"RWP2_MOMENTUM","Reaction Wheel_3 Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
412,6,"RWP2_TRQCMD","Reaction Wheel_3 TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
413,0,"RWP3_TIMESINCELASTVAL","Reaction Wheel_4 TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
413,1,"RWP3_SPEEDAVAIL","Reaction Wheel_4 SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
413,2,"RWP3_FILTSPEED","Reaction Wheel_4 FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
413,3,"RWP3_MEASSPEED","Reaction Wheel_4 MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
413,4,"RWP3_SPEEDCMD","Reaction Wheel_4 SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
413,5,"RWP3_MOMENTUM","Reaction Wheel_4 Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
413,6,"RWP3_TRQCMD","Reaction Wheel_4 TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
470,0,"THP0_THRUST_N","Thruster_1 Thrust_N","N","0","8","DFP","Thrust","%1.17g"
470,1,"THP0_PROPUSED","Thruster_1 PropUsed","kg","8","8","DFP","Propellant consumed by thruster","%1.17g"
470,2,"THP0_PWCMD","Thruster_1 PWCmd","s","16","8","DFP","Pulse width command remaining for the current frame","%1.17g"
470,3,"THP0_PWCMDPERIODFRAC","Thruster_1 PWCmdPeriodFrac","none","24","8","DFP","Pulse width command fraction over the command period (0 to 1)","%1.17g"
470,4,"THP0_THROTTLEFRAC","Thruster_1 ThrottleFrac","none","32","8","DFP","Throttle fraction (0 to 1)","%1.17g"
471,0,"THP1_THRUST_N","Thruster_2 Thrust_N","N","0","8","DFP","Thrust","%1.17g"
471,1,"THP1_PROPUSED","Thruster_2 PropUsed","kg","8","8","DFP","Propellant consumed by thruster","%1.17g"
471,2,"THP1_PWCMD","Thruster_2 PWCmd","s","16","8","DFP","Pulse width command remaining for the current frame","%1.17g"
471,3,"THP1_PWCMDPERIODFRAC","Thruster_2 PWCmdPeriodFrac","none","24","8","DFP","Pulse width command fraction over the command period (0 to 1)","%1.17g"
471,4,"THP1_THROTTLEFRAC","Thruster_2 ThrottleFrac","none","32","8","DFP","Throttle fraction (0 to 1)","%1.17g"
472,0,"THP2_THRUST_N","Thruster_3 Thrust_N","N","0","8","DFP","Thrust","%1.17g"
472,1,"THP2_PROPUSED","Thruster_3 PropUsed","kg","8","8","DFP","Propellant consumed by thruster","%1.17g"
472,2,"THP2_PWCMD","Thruster_3 PWCmd","s","16","8","DFP","Pulse width command remaining for the current frame","%1.17g"
472,3,"THP2_PWCMDPERIODFRAC","Thruster_3 PWCmdPeriodFrac","none","24","8","DFP","Pulse width command fraction over the command period (0 to 1)","%1.17g"
472,4,"THP2_THROTTLEFRAC","Thruster_3 ThrottleFrac","none","32","8","DFP","Throttle fraction (0 to 1)","%1.17g"
473,0,"THP3_THRUST_N","Thruster_4 Thrust_N","N","0","8","DFP","Thrust","%1.17g"
473,1,"THP3_PROPUSED","Thruster_4 PropUsed","kg","8","8","DFP","Propellant consumed by thruster","%1.17g"
473,2,"THP3_PWCMD","Thruster_4 PWCmd","s","16","8","DFP","Pulse width command remaining for the current frame","%1.17g"
473,3,"THP3_PWCMDPERIODFRAC","Thruster_4 PWCmdPeriodFrac","none","24","8","DFP","Pulse width command fraction over the command period (0 to 1)","%1.17g"
473,4,"THP3_THROTTLEFRAC","Thruster_4 ThrottleFrac","none","32","8","DFP","Throttle fraction (0 to 1)","%1.17g"
474,0,"THP4_THRUST_N","Thruster_5 Thrust_N","N","0","8","DFP","Thrust","%1.17g"
474,1,"THP4_PROPUSED","Thruster_5 PropUsed","kg","8","8","DFP","Propellant consumed by thruster","%1.17g"
474,2,"THP4_PWCMD","Thruster_5 PWCmd","s","16","8","DFP","Pulse width command remaining for the current frame","%1.17g"
474,3,"THP4_PWCMDPERIODFRAC","Thruster_5 PWCmdPeriodFrac","none","24","8","DFP","Pulse width command fraction over the command period (0 to 1)","%1.17g"
474,4,"THP4_THROTTLEFRAC","Thruster_5 ThrottleFrac","none","32","8","DFP","Throttle fraction (0 to 1)","%1.17g"
860,0,"GES_SLEWTIMERESULT","EigenSlew SlewTimeResult","none","0","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
830,0,"GRD_RD_RATEPERSTIME","RateDamp RD_RatePersTime","s","0","8","DFP","Rate Damp Rate Persistance Time","%1.17g"
830,1,"GRD_RD_MOMPERSTIME","RateDamp RD_MomPersTime","s","8","8","DFP","Rate Damp Momentum Persistance Time","%1.17g"
870,0,"GRS_NUMSLEWABORTS","RendezSlew NumSlewAborts","counts","0","2","UI","Number of times the Rendezslew encountered the [# # # 0] singularity failure point","%d"
870,1,"GRS_SLEWTIMERESULT","RendezSlew SlewTimeResult","none","4","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
840,0,"GSA_SUNCONVERGED","SunAcq SunConverged","bool","0","4","ENUM","Is the sun found and converged for sufficient time duration","%s"
840,1,"GSA_INSUNSEARCH","SunAcq InSunSearch","bool","4","4","ENUM","Is the algorithm searching for the sun","%s"
840,2,"GSA_SRCHANGTRAVELED","SunAcq SrchAngTraveled","rad","8","8","DFP","Estimated angle traveled during the search phase","%1.17g"
