"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
443,1,"MTP3_PWCMDPERIODFRAC","MagCoil_Mx PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
444,0,"MTP4_PWCMD","MagCoil_My PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
444,1,"MTP4_PWCMDPERIODFRAC","MagCoil_My PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
441,0,"MTP1_PWCMD","MagCoil_Mz PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
441,1,"MTP1_PWCMDPERIODFRAC","MagCoil_Mz PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
442,0,"MTP2_PWCMD","MagCoil_Px PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
442,1,"MTP2_PWCMDPERIODFRAC","MagCoil_Px PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
440,0,"MTP0_PWCMD","MagCoil_Py PWCmd","s","0","8","DFP","Pulse width command remaining for the current command period.  Sign indicates direction.","%1.17g"
440,1,"MTP0_PWCMDPERIODFRAC","MagCoil_Py PWCmdPeriodFrac","none","8","8","DFP","Pulse width command fraction over the command period (-1 to 1)","%1.17g"
412,0,"RWP2_TIMESINCELASTVAL","RW_Mz TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
412,1,"RWP2_SPEEDAVAIL","RW_Mz SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
412,2,"RWP2_FILTSPEED","RW_Mz FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
412,3,"RWP2_MEASSPEED","RW_Mz MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
412,4,"RWP2_SPEEDCMD","RW_Mz SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
412,5,"RWP2_MOMENTUM","RW_Mz Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
412,6,"RWP2_TRQCMD","RW_Mz TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
410,0,"RWP0_TIMESINCELASTVAL","RW_Px TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
410,1,"RWP0_SPEEDAVAIL","RW_Px SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
410,2,"RWP0_FILTSPEED","RW_Px FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
410,3,"RWP0_MEASSPEED","RW_Px MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
410,4,"RWP0_SPEEDCMD","RW_Px SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
410,5,"RWP0_MOMENTUM","RW_Px Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
410,6,"RWP0_TRQCMD","RW_Px TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
411,0,"RWP1_TIMESINCELASTVAL","RW_Py TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%1.17g"
411,1,"RWP1_SPEEDAVAIL","RW_Py SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
411,2,"RWP1_FILTSPEED","RW_Py FiltSpeed","rad/s","16","8","DFP","Filtered wheel speed","%1.17g"
411,3,"RWP1_MEASSPEED","RW_Py MeasSpeed","rad/s","24","8","DFP","Unfiltered_ measured wheel speed","%1.17g"
411,4,"RWP1_SPEEDCMD","RW_Py SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%1.17g"
411,5,"RWP1_MOMENTUM","RW_Py Momentum","N*m*s","40","8","DFP","Filtered wheel momentum","%1.17g"
411,6,"RWP1_TRQCMD","RW_Py TrqCmd","N*m","48","8","DFP","Wheel torque command","%1.17g"
860,0,"GES_SLEWTIMERESULT","EigenSlew SlewTimeResult","none","0","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
830,0,"GRD_RD_RATEPERSTIME","RateDamp RD_RatePersTime","s","0","8","DFP","Rate Damp Rate Persistance Time","%1.17g"
830,1,"GRD_RD_MOMPERSTIME","RateDamp RD_MomPersTime","s","8","8","DFP","Rate Damp Momentum Persistance Time","%1.17g"
870,0,"GRS_NUMSLEWABORTS","RendezSlew NumSlewAborts","counts","0","2","UI","Number of times the Rendezslew encountered the [# # # 0] singularity failure point","%d"
870,1,"GRS_SLEWTIMERESULT","RendezSlew SlewTimeResult","none","4","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
840,0,"GSA_SUNCONVERGED","SunAcq SunConverged","bool","0","4","ENUM","Is the sun found and converged for sufficient time duration","%s"
840,1,"GSA_INSUNSEARCH","SunAcq InSunSearch","bool","4","4","ENUM","Is the algorithm searching for the sun","%s"
840,2,"GSA_SRCHANGTRAVELED","SunAcq SrchAngTraveled","rad","8","8","DFP","Estimated angle traveled during the search phase","%1.17g"
840,3,"GSA_ANGLETOSUN","SunAcq AngleToSun","rad","16","8","DFP","Angle between the commanded sun orientation and the estimated sun orientation","%1.17g"
840,4,"GSA_SUNCVGPERSCNT","SunAcq SunCvgPersCnt","none","24","4","ULI","Number of consistent frames that the sun has been converged","%d"
840,5,"GSA_SUNUNCVGPERSCNT","SunAcq SunUnCvgPersCnt","none","28","4","ULI","Number of consistent frames that the sun has been unconverged","%d"
850,0,"GTR_ALIGNVEC_UBDYX","Tracking AlignVec_UBDYX","Uvec","0","8","DFP","Current body alignment vector","%1.17g"
850,1,"GTR_ALIGNVEC_UBDYY","Tracking AlignVec_UBDYY","Uvec","8","8","DFP","Current body alignment vector","%1.17g"
850,2,"GTR_ALIGNVEC_UBDYZ","Tracking AlignVec_UBDYZ","Uvec","16","8","DFP","Current body alignment vector","%1.17g"
850,3,"GTR_CLOCKVEC_UBDYX","Tracking ClockVec_UBDYX","Uvec","24","8","DFP","Current body clocking vector","%1.17g"
850,4,"GTR_CLOCKVEC_UBDYY","Tracking ClockVec_UBDYY","Uvec","32","8","DFP","Current body clocking vector","%1.17g"
850,5,"GTR_CLOCKVEC_UBDYZ","Tracking ClockVec_UBDYZ","Uvec","40","8","DFP","Current body clocking vector","%1.17g"
850,6,"GTR_ALIGNVEC_UCBIX","Tracking AlignVec_UCBIX","Uvec","48","8","DFP","Current inertial alignment vector","%1.17g"
850,7,"GTR_ALIGNVEC_UCBIY","Tracking AlignVec_UCBIY","Uvec","56","8","DFP","Current inertial alignment vector","%1.17g"
850,8,"GTR_ALIGNVEC_UCBIZ","Tracking AlignVec_UCBIZ","Uvec","64","8","DFP","Current inertial alignment vector","%1.17g"
850,9,"GTR_CLOCKVEC_UCBIX","Tracking ClockVec_UCBIX","Uvec","72","8","DFP","Current inertial clocking vector","%1.17g"
850,10,"GTR_CLOCKVEC_UCBIY","Tracking ClockVec_UCBIY","Uvec","80","8","DFP","Current inertial clocking vector","%1.17g"
850,11,"GTR_CLOCKVEC_UCBIZ","Tracking ClockVec_UCBIZ","Uvec","88","8","DFP","Current inertial clocking vector","%1.17g"
850,12,"GTR_ISSINGULAR","Tracking IsSingular","bool","96","4","ENUM","Is the current condition singular","%s"
850,13,"GTR_INSINGULARITYAVOID","Tracking InSingularityAvoid","bool","100","4","ENUM","Is the current condition using singularity avoidance","%s"
361,0,"GSP0_MEASVALID","GPS MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
361,1,"GSP0_MEASTIME","GPS MeasTime","s","8","8","DFP","Time of the measurement","%1.17g"
361,2,"GSP0_MEASPOS_CBFX","GPS MeasPos_CBFX","m","16","8","DFP","Measured position in the CBF frame","%1.17g"
361,3,"GSP0_MEASPOS_CBFY","GPS MeasPos_CBFY","m","24","8","DFP","Measured position in the CBF frame","%1.17g"
361,4,"GSP0_MEASPOS_CBFZ","GPS MeasPos_CBFZ","m","32","8","DFP","Measured position in the CBF frame","%1.17g"
361,5,"GSP0_MEASVEL_CBFX","GPS MeasVel_CBFX","m/s","40","8","DFP","Measured velocity in the CBF frame","%1.17g"
361,6,"GSP0_MEASVEL_CBFY","GPS MeasVel_CBFY","m/s","48","8","DFP","Measured velocity in the CBF frame","%1.17g"
361,7,"GSP0_MEASVEL_CBFZ","GPS MeasVel_CBFZ","m/s","56","8","DFP","Measured velocity in the CBF frame","%1.17g"
311,0,"ISP0_FILTANGRATE_RTEX","MPU_RTE FiltAngRate_RTEX","rad/s","0","8","DFP","Filtered angular rate in the RTE frame","%1.17g"
311,1,"ISP0_FILTANGRATE_RTEY","MPU_RTE FiltAngRate_RTEY","rad/s","8","8","DFP","Filtered angular rate in the RTE frame","%1.17g"
311,2,"ISP0_FILTANGRATE_RTEZ","MPU_RTE FiltAngRate_RTEZ","rad/s","16","8","DFP","Filtered angular rate in the RTE frame","%1.17g"
311,3,"ISP0_ANGTIMESINCELASTVAL","MPU_RTE AngTimeSinceLastVal","s","24","8","DFP","Time since the last valid angular rate value","%1.17g"
311,4,"ISP0_ANGMEASVALID","MPU_RTE AngMeasValid","none","32","4","ENUM","Angular Rate:  Measurement validity flag","%s"
311,5,"ISP0_ANGMEASINVALCNTR","MPU_RTE AngMeasInvalCntr","none","36","4","ULI","Angular Rate:  Counter of consistency invalid conditions","%d"
311,6,"ISP0_ANGMEASVALCNTR","MPU_RTE AngMeasValCntr","none","40","4","ULI","Angular Rate:  Counter of measurement valid conditions","%d"
311,7,"ISP0_ANGMAGVALID","MPU_RTE AngMagValid","bool","44","4","ENUM","Angular Rate:  Is the magnitude check valid","%s"
311,8,"ISP0_ANGFPURATEMAG_CUR","MPU_RTE AngFPURateMag_CUR","none","48","4","ULI","Angular Rate:  Fault counter of current magnitude violations","%d"
311,9,"ISP0_ANGFPURATEMAG_CUM","MPU_RTE AngFPURateMag_CUM","none","52","4","ULI","Angular Rate:  Fault counter of cumulative magnitude violations","%d"
311,10,"ISP0_ANGFPURATEMAG_MAX","MPU_RTE AngFPURateMag_MAX","none","56","4","ULI","Angular Rate:  Fault counter of max consecutive magnitude violations","%d"
311,11,"ISP0_ANGCONVALID","MPU_RTE AngConValid","bool","60","4","ENUM","Angular Rate:  Is the consistency check valid","%s"
311,12,"ISP0_ANGFPURATECON_CUR","MPU_RTE AngFPURateCon_CUR","none","64","4","ULI","Angular Rate:  Fault counter of current consistency violations","%d"
311,13,"ISP0_ANGFPURATECON_CUM","MPU_RTE AngFPURateCon_CUM","none","68","4","ULI","Angular Rate:  Fault counter of cumulative consistency violations","%d"
311,14,"ISP0_ANGFPURATECON_MAX","MPU_RTE AngFPURateCon_MAX","none","72","4","ULI","Angular Rate:  Fault counter of max consecutive consistency violations","%d"
312,0,"ISP0_FILTLINACC_ACCX","MPU_ACC FiltLinAcc_ACCX","m/s^2","0","8","DFP","Filtered linear acceleration in the ACC frame","%1.17g"
312,1,"ISP0_FILTLINACC_ACCY","MPU_ACC FiltLinAcc_ACCY","m/s^2","8","8","DFP","Filtered linear acceleration in the ACC frame","%1.17g"
312,2,"ISP0_FILTLINACC_ACCZ","MPU_ACC FiltLinAcc_ACCZ","m/s^2","16","8","DFP","Filtered linear acceleration in the ACC frame","%1.17g"
312,3,"ISP0_LINTIMESINCELASTVAL","MPU_ACC LinTimeSinceLastVal","s","24","8","DFP","Time since the last valid linear acceleration value","%1.17g"
312,4,"ISP0_LINMEASVALID","MPU_ACC LinMeasValid","none","32","4","ENUM","Linear Acceleration:  Measurement validity flag","%s"
312,5,"ISP0_LINMEASINVALCNTR","MPU_ACC LinMeasInvalCntr","none","36","4","ULI","Linear Acceleration:  Counter of consistency invalid conditions","%d"
312,6,"ISP0_LINMEASVALCNTR","MPU_ACC LinMeasValCntr","none","40","4","ULI","Linear Acceleration:  Counter of measurement valid conditions","%d"
312,7,"ISP0_LINMAGVALID","MPU_ACC LinMagValid","bool","44","4","ENUM","Linear Acceleration:  Is the magnitude check valid","%s"
312,8,"ISP0_LINFPUACCMAG_CUR","MPU_ACC LinFPUAccMag_CUR","none","48","4","ULI","Linear Acceleration:  Fault counter of current magnitude violations","%d"
312,9,"ISP0_LINFPUACCMAG_CUM","MPU_ACC LinFPUAccMag_CUM","none","52","4","ULI","Linear Acceleration:  Fault counter of cumulative magnitude violations","%d"
312,10,"ISP0_LINFPUACCMAG_MAX","MPU_ACC LinFPUAccMag_MAX","none","56","4","ULI","Linear Acceleration:  Fault counter of max consecutive magnitude violations","%d"
312,11,"ISP0_LINCONVALID","MPU_ACC LinConValid","bool","60","4","ENUM","Linear Acceleration:  Is the consistency check valid","%s"
312,12,"ISP0_LINFPUACCCON_CUR","MPU_ACC LinFPUAccCon_CUR","none","64","4","ULI","Linear Acceleration:  Fault counter of current consistency violations","%d"
312,13,"ISP0_LINFPUACCCON_CUM","MPU_ACC LinFPUAccCon_CUM","none","68","4","ULI","Linear Acceleration:  Fault counter of cumulative consistency violations","%d"
312,14,"ISP0_LINFPUACCCON_MAX","MPU_ACC LinFPUAccCon_MAX","none","72","4","ULI","Linear Acceleration:  Fault counter of max consecutive consistency violations","%d"
341,0,"MSP0_FILTMAGFLD_BDYX","Mag_FCHMC FiltMagFld_BDYX","T","0","8","DFP","Processed magnetic field in BDY frame","%1.17g"
341,1,"MSP0_FILTMAGFLD_BDYY","Mag_FCHMC FiltMagFld_BDYY","T","8","8","DFP","Processed magnetic field in BDY frame","%1.17g"
341,2,"MSP0_FILTMAGFLD_BDYZ","Mag_FCHMC FiltMagFld_BDYZ","T","16","8","DFP","Processed magnetic field in BDY frame","%1.17g"
341,3,"MSP0_FILTMAGFLD_UBDYX","Mag_FCHMC FiltMagFld_UBDYX","Uvec","24","8","DFP","Processed mag field unit vector in BDY frame","%1.17g"
341,4,"MSP0_FILTMAGFLD_UBDYY","Mag_FCHMC FiltMagFld_UBDYY","Uvec","32","8","DFP","Processed mag field unit vector in BDY frame","%1.17g"
341,5,"MSP0_FILTMAGFLD_UBDYZ","Mag_FCHMC FiltMagFld_UBDYZ","Uvec","40","8","DFP","Processed mag field unit vector in BDY frame","%1.17g"
341,6,"MSP0_FILTMAGFLDMAG","Mag_FCHMC FiltMagFldMag","T","48","8","DFP","Magnitude of processed magnetic field","%1.17g"
341,7,"MSP0_MAGFLDVALID","Mag_FCHMC MagFldValid","none","56","4","ENUM","Processed measurement validity flag","%s"
341,8,"MSP0_MEASTIME","Mag_FCHMC MeasTime","sec","64","8","DFP","Last valid measurement time","%1.17g"
341,9,"MSP0_MEASVALIDCNT","Mag_FCHMC MeasValidCnt","none","72","4","ULI","Valid measurements counter","%d"
341,10,"MSP0_MEASFAULTCNT","Mag_FCHMC MeasFaultCnt","none","76","4","ULI","Fault measurements counter","%d"
341,11,"MSP0_SATURATION","Mag_FCHMC Saturation","bool","80","4","ENUM","Is an axis saturated","%s"
341,12,"MSP0_SATCNT_CUR","Mag_FCHMC SatCnt_CUR","none","84","4","ULI","Current saturation counts","%d"
341,13,"MSP0_SATCNT_CUM","Mag_FCHMC SatCnt_CUM","none","88","4","ULI","Cumulative saturation counts","%d"
341,14,"MSP0_SATCNT_MAX","Mag_FCHMC SatCnt_MAX","none","92","4","ULI","Maximum saturation counts","%d"
341,15,"MSP0_ISMTQUIESCENT","Mag_FCHMC IsMTQuiescent","bool","96","4","ENUM","Have the magnetorquers been quiescent long enough for a valid measurement?","%s"
341,16,"MSP0_TIMESINCELASTVAL","Mag_FCHMC TimeSinceLastVal","s","104","8","DFP","Time since the last valid mag value","%1.17g"
1341,0,"MSP0_CALSTATE","Mag_FCHMC Calibration CalState","none","0","4","ENUM","Calibration state","%s"
1341,1,"MSP0_NUMSAMPLESCOLLECTED","Mag_FCHMC Calibration NumSamplesCollected","none","4","4","ULI","Number of samples collected","%d"
1341,2,"MSP0_PCTSAMPLESCOLLECTED","Mag_FCHMC Calibration PctSamplesCollected","%","8","8","DFP","Percent of samples collected","%1.17g"
1341,3,"MSP0_ITERATIONS","Mag_FCHMC Calibration Iterations","none","16","4","ULI","Number of calibration iterations","%d"
1341,4,"MSP0_COST","Mag_FCHMC Calibration Cost","T","24","8","DFP","The average RSS error of the dataset using the final bias value","%1.17g"
1341,5,"MSP0_CURRENTBIAS_BDYX","Mag_FCHMC Calibration CurrentBias_BDYX","T","32","8","DFP","Current bias in the body frame","%1.17g"
1341,6,"MSP0_CURRENTBIAS_BDYY","Mag_FCHMC Calibration CurrentBias_BDYY","T","40","8","DFP","Current bias in the body frame","%1.17g"
1341,7,"MSP0_CURRENTBIAS_BDYZ","Mag_FCHMC Calibration CurrentBias_BDYZ","T","48","8","DFP","Current bias in the body frame","%1.17g"
1341,8,"MSP0_DELTABIAS_BDYX","Mag_FCHMC Calibration DeltaBias_BDYX","T","56","8","DFP","Calculated bias change in body frame not yet applied","%1.17g"
1341,9,"MSP0_DELTABIAS_BDYY","Mag_FCHMC Calibration DeltaBias_BDYY","T","64","8","DFP","Calculated bias change in body frame not yet applied","%1.17g"
1341,10,"MSP0_DELTABIAS_BDYZ","Mag_FCHMC Calibration DeltaBias_BDYZ","T","72","8","DFP","Calculated bias change in body frame not yet applied","%1.17g"
1341,11,"MSP0_NEWBIAS_BDYX","Mag_FCHMC Calibration NewBias_BDYX","T","80","8","DFP","Calculated bias in the body frame not yet applied","%1.17g"
1341,12,"MSP0_NEWBIAS_BDYY","Mag_FCHMC Calibration NewBias_BDYY","T","88","8","DFP","Calculated bias in the body frame not yet applied","%1.17g"
1341,13,"MSP0_NEWBIAS_BDYZ","Mag_FCHMC Calibration NewBias_BDYZ","T","96","8","DFP","Calculated bias in the body frame not yet applied","%1.17g"
321,0,"STP0_Q_ECI2BDY0","Sinclair_STR Q_ECI2BDY0","none","0","8","DFP","Sensor measurement in ECI2BDY frame","%1.17g"
321,1,"STP0_Q_ECI2BDY1","Sinclair_STR Q_ECI2BDY1","none","8","8","DFP","Sensor measurement in ECI2BDY frame","%1.17g"
321,2,"STP0_Q_ECI2BDY2","Sinclair_STR Q_ECI2BDY2","none","16","8","DFP","Sensor measurement in ECI2BDY frame","%1.17g"
321,3,"STP0_Q_ECI2BDY3","Sinclair_STR Q_ECI2BDY3","none","24","8","DFP","Sensor measurement in ECI2BDY frame","%1.17g"
321,4,"STP0_Q_CBI2BDY0","Sinclair_STR Q_CBI2BDY0","none","32","8","DFP","Sensor measurement in CBI2BDY frame","%1.17g"
321,5,"STP0_Q_CBI2BDY1","Sinclair_STR Q_CBI2BDY1","none","40","8","DFP","Sensor measurement in CBI2BDY frame","%1.17g"
321,6,"STP0_Q_CBI2BDY2","Sinclair_STR Q_CBI2BDY2","none","48","8","DFP","Sensor measurement in CBI2BDY frame","%1.17g"
321,7,"STP0_Q_CBI2BDY3","Sinclair_STR Q_CBI2BDY3","none","56","8","DFP","Sensor measurement in CBI2BDY frame","%1.17g"
321,8,"STP0_MEASTIME","Sinclair_STR MeasTime","s","64","8","DFP","Timestamp of the current measurement","%1.17g"
321,9,"STP0_TIMESINCELASTVAL","Sinclair_STR TimeSinceLastVal","s","72","8","DFP","Time since the last valid value","%1.17g"
321,10,"STP0_MEASVALID","Sinclair_STR MeasValid","none","80","4","ENUM","Measurement validity flag","%s"
331,0,"SSP0_MEASVALID","SunSens_Mx MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
331,1,"SSP0_TIMESINCELASTVAL","SunSens_Mx TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%1.17g"
331,2,"SSP0_SUNEST_USUNX","SunSens_Mx SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
331,3,"SSP0_SUNEST_USUNY","SunSens_Mx SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
331,4,"SSP0_SUNEST_USUNZ","SunSens_Mx SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
331,5,"SSP0_SUNEST_UBDYX","SunSens_Mx SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
331,6,"SSP0_SUNEST_UBDYY","SunSens_Mx SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
331,7,"SSP0_SUNEST_UBDYZ","SunSens_Mx SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
333,0,"SSP2_MEASVALID","SunSens_My MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
333,1,"SSP2_TIMESINCELASTVAL","SunSens_My TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%1.17g"
333,2,"SSP2_SUNEST_USUNX","SunSens_My SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
333,3,"SSP2_SUNEST_USUNY","SunSens_My SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
333,4,"SSP2_SUNEST_USUNZ","SunSens_My SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
333,5,"SSP2_SUNEST_UBDYX","SunSens_My SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
333,6,"SSP2_SUNEST_UBDYY","SunSens_My SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
333,7,"SSP2_SUNEST_UBDYZ","SunSens_My SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
335,0,"SSP4_MEASVALID","SunSens_Mz MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
335,1,"SSP4_TIMESINCELASTVAL","SunSens_Mz TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%1.17g"
335,2,"SSP4_SUNEST_USUNX","SunSens_Mz SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
335,3,"SSP4_SUNEST_USUNY","SunSens_Mz SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
335,4,"SSP4_SUNEST_USUNZ","SunSens_Mz SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
335,5,"SSP4_SUNEST_UBDYX","SunSens_Mz SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
335,6,"SSP4_SUNEST_UBDYY","SunSens_Mz SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
335,7,"SSP4_SUNEST_UBDYZ","SunSens_Mz SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
332,0,"SSP1_MEASVALID","SunSens_Px MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
332,1,"SSP1_TIMESINCELASTVAL","SunSens_Px TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%1.17g"
332,2,"SSP1_SUNEST_USUNX","SunSens_Px SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
332,3,"SSP1_SUNEST_USUNY","SunSens_Px SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
332,4,"SSP1_SUNEST_USUNZ","SunSens_Px SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
332,5,"SSP1_SUNEST_UBDYX","SunSens_Px SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
332,6,"SSP1_SUNEST_UBDYY","SunSens_Px SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
332,7,"SSP1_SUNEST_UBDYZ","SunSens_Px SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
334,0,"SSP3_MEASVALID","SunSens_Py MeasValid","none","0","4","ENUM","Measurement validity flag","%s"
334,1,"SSP3_TIMESINCELASTVAL","SunSens_Py TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%1.17g"
334,2,"SSP3_SUNEST_USUNX","SunSens_Py SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
334,3,"SSP3_SUNEST_USUNY","SunSens_Py SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
334,4,"SSP3_SUNEST_USUNZ","SunSens_Py SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%1.17g"
334,5,"SSP3_SUNEST_UBDYX","SunSens_Py SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
334,6,"SSP3_SUNEST_UBDYY","SunSens_Py SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
334,7,"SSP3_SUNEST_UBDYZ","SunSens_Py SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%1.17g"
1002,0,"ACS_LASTFCR","ADCS Cmd Last Function Code Rcv","none","0","4","ULI","ADCS Command Last Function Code Received","%d"
1002,1,"ACS_LASTFCP","ADCS Cmd Last Function Code Proc","none","4","4","ULI","ADCS Command Last Function Code Processed","%d"
1002,2,"ACS_CMDACCCNT","ADCS Cmd Accept Count","counts","8","4","ULI","ADCS Command Accepted Count","%d"
1002,3,"ACS_CMDREJCNT","ADCS Cmd Reject Count","counts","12","4","ULI","ADCS Command Rejected Count","%d"
1003,0,"ACS_SOFTIME_S","ADCS Time SOF Seconds","s","0","4","SLI","ADCS Time Start Of Frame Seconds","%d"
1003,1,"ACS_SOFTIME_SS","ADCS Time SOF Sub-Seconds","ss","4","2","UI","ADCS Time Start Of Frame Sub-Seconds","%u"
1003,2,"ACS_POSTIME_S","ADCS Time POS Seconds","s","8","4","SLI","ADCS Time Process Outputs Seconds","%d"
1003,3,"ACS_POSTIME_SS","ADCS Time POS Sub-Seconds","ss","12","2","UI","ADCS Time Process Outputs Sub-Seconds","%u"
1003,4,"ACS_PISTIME_S","ADCS Time PIS Seconds","s","16","4","SLI","ADCS Time Process Inputs Seconds","%d"
1003,5,"ACS_PISTIME_SS","ADCS Time PIS Sub-Seconds","ss","20","2","UI","ADCS Time Process Inputs Sub-Seconds","%u"
1003,6,"ACS_ITSTIME_S","ADCS Time SOI Seconds","s","24","4","SLI","ADCS Time Start Of Iterate Seconds","%d"
1003,7,"ACS_ITSTIME_SS","ADCS Time SOI Sub-Seconds","ss","28","2","UI","ADCS Time Start Of Iterate Sub-Seconds","%u"
1003,8,"ACS_ITETIME_S","ADCS Time EOI Seconds","s","32","4","SLI","ADCS Time End Of Iterate Seconds","%d"
1003,9,"ACS_ITETIME_SS","ADCS Time EOI Sub-Seconds","ss","36","2","UI","ADCS Time End Of Iterate Sub-Seconds","%u"
1003,10,"ACS_EOFTIME_S","ADCS Time EOF Seconds","s","40","4","SLI","ADCS Time End Of Frame Seconds","%d"
1003,11,"ACS_EOFTIME_SS","ADCS Time EOF Sub-Seconds","ss","44","2","UI","ADCS Time End Of Frame Sub-Seconds","%u"
4100,0,"OPL0_TOTALCOLLECT","ODY AtlasMultiSpectralImager TotalCollect","Mbits","0","8","DFP","Total data collected by this payload","%1.17g"
4100,1,"OPL0_PWRSTATE","ODY AtlasMultiSpectralImager PwrState","none","8","4","ENUM","Is the payload off/on/standby?","%s"
4100,2,"OPL0_MODE","ODY AtlasMultiSpectralImager Mode","none","12","4","ENUM","What mode is the payload in?","%s"
