"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
410,3,"RWP0_SPEEDRAW","RW_Px SpeedRaw","rad/s","24","8","DFP","Unfiltered wheel speed","%14.6f"
410,4,"RWP0_SPEEDCMD","RW_Px SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%14.6f"
410,5,"RWP0_SPDCTRLSTATE","RW_Px SpdCtrlState","none","40","4","ENUM","Commanded speed control state","%s"
410,6,"RWP0_MOMENTUM","RW_Px Momentum","N*m*s","48","8","DFP","Filtered wheel momentum","%14.6f"
410,7,"RWP0_TRQCMD","RW_Px TrqCmd","N*m","56","8","DFP","Wheel torque command","%14.6f"
411,0,"RWP1_TIMESINCELASTVAL","RW_Py TimeSinceLastVal","s","0","8","DFP","Time since the last valid speed measurement","%14.6f"
411,1,"RWP1_SPEEDAVAIL","RW_Py SpeedAvail","bool","8","4","ENUM","Is speed available","%s"
411,2,"RWP1_SPEED","RW_Py Speed","rad/s","16","8","DFP","Filtered wheel speed","%14.6f"
411,3,"RWP1_SPEEDRAW","RW_Py SpeedRaw","rad/s","24","8","DFP","Unfiltered wheel speed","%14.6f"
411,4,"RWP1_SPEEDCMD","RW_Py SpeedCmd","rad/s","32","8","DFP","Commanded wheel speed","%14.6f"
411,5,"RWP1_SPDCTRLSTATE","RW_Py SpdCtrlState","none","40","4","ENUM","Commanded speed control state","%s"
411,6,"RWP1_MOMENTUM","RW_Py Momentum","N*m*s","48","8","DFP","Filtered wheel momentum","%14.6f"
411,7,"RWP1_TRQCMD","RW_Py TrqCmd","N*m","56","8","DFP","Wheel torque command","%14.6f"
860,0,"GES_SLEWTIMERESULT","EigenSlew SlewTimeResult","none","0","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
830,0,"GRD_RD_RATEPERSTIME","RateDamp RD_RatePersTime","s","0","8","DFP","Rate Damp Rate Persistance Time","%14.6f"
830,1,"GRD_RD_MOMPERSTIME","RateDamp RD_MomPersTime","s","8","8","DFP","Rate Damp Momentum Persistance Time","%14.6f"
870,0,"GRS_NUMSLEWABORTS","RendezSlew NumSlewAborts","counts","0","2","UI","Number of times the Rendezslew encountered the [# # # 0] singularity failure point","%d"
870,1,"GRS_SLEWTIMERESULT","RendezSlew SlewTimeResult","none","4","4","ENUM","Was the slew time accepted-as-commanded or resolved?","%s"
840,0,"GSA_SUNCONVERGED","SunAcq SunConverged","bool","0","4","ENUM","Is the sun found and converged for sufficient time duration","%s"
840,1,"GSA_INSUNSEARCH","SunAcq InSunSearch","bool","4","4","ENUM","Is the algorithm searching for the sun","%s"
840,2,"GSA_SRCHANGTRAVELED","SunAcq SrchAngTraveled","rad","8","8","DFP","Estimated angle traveled during the search phase","%14.6f"
840,3,"GSA_ANGLETOSUN","SunAcq AngleToSun","rad","16","8","DFP","Angle between the commanded sun orientation and the estimated sun orientation","%14.6f"
840,4,"GSA_SUNCVGPERSCNT","SunAcq SunCvgPersCnt","none","24","4","ULI","Number of consistent frames that the sun has been converged","%d"
840,5,"GSA_SUNUNCVGPERSCNT","SunAcq SunUnCvgPersCnt","none","28","4","ULI","Number of consistent frames that the sun has been unconverged","%d"
850,0,"GTR_ALIGNVEC_UBDYX","Tracking AlignVec_UBDYX","Uvec","0","8","DFP","Current body alignment vector","%14.6f"
850,1,"GTR_ALIGNVEC_UBDYY","Tracking AlignVec_UBDYY","Uvec","8","8","DFP","Current body alignment vector","%14.6f"
850,2,"GTR_ALIGNVEC_UBDYZ","Tracking AlignVec_UBDYZ","Uvec","16","8","DFP","Current body alignment vector","%14.6f"
850,3,"GTR_CLOCKVEC_UBDYX","Tracking ClockVec_UBDYX","Uvec","24","8","DFP","Current body clocking vector","%14.6f"
850,4,"GTR_CLOCKVEC_UBDYY","Tracking ClockVec_UBDYY","Uvec","32","8","DFP","Current body clocking vector","%14.6f"
850,5,"GTR_CLOCKVEC_UBDYZ","Tracking ClockVec_UBDYZ","Uvec","40","8","DFP","Current body clocking vector","%14.6f"
850,6,"GTR_ALIGNVEC_UCBIX","Tracking AlignVec_UCBIX","Uvec","48","8","DFP","Current inertial alignment vector","%14.6f"
850,7,"GTR_ALIGNVEC_UCBIY","Tracking AlignVec_UCBIY","Uvec","56","8","DFP","Current inertial alignment vector","%14.6f"
850,8,"GTR_ALIGNVEC_UCBIZ","Tracking AlignVec_UCBIZ","Uvec","64","8","DFP","Current inertial alignment vector","%14.6f"
850,9,"GTR_CLOCKVEC_UCBIX","Tracking ClockVec_UCBIX","Uvec","72","8","DFP","Current inertial clocking vector","%14.6f"
850,10,"GTR_CLOCKVEC_UCBIY","Tracking ClockVec_UCBIY","Uvec","80","8","DFP","Current inertial clocking vector","%14.6f"
850,11,"GTR_CLOCKVEC_UCBIZ","Tracking ClockVec_UCBIZ","Uvec","88","8","DFP","Current inertial clocking vector","%14.6f"
850,12,"GTR_ISSINGULAR","Tracking IsSingular","bool","96","4","ENUM","Is the current condition singular","%s"
850,13,"GTR_INSINGULARITYAVOID","Tracking InSingularityAvoid","bool","100","4","ENUM","Is the current condition using singularity avoidance","%s"
341,0,"MSP0_MAGFLD_BDYX","Mag_FCHMC MagFld_BDYX","T","0","8","DFP","Processed magnetic field in BDY frame","%14.6f"
341,1,"MSP0_MAGFLD_BDYY","Mag_FCHMC MagFld_BDYY","T","8","8","DFP","Processed magnetic field in BDY frame","%14.6f"
341,2,"MSP0_MAGFLD_BDYZ","Mag_FCHMC MagFld_BDYZ","T","16","8","DFP","Processed magnetic field in BDY frame","%14.6f"
341,3,"MSP0_MAGFLD_UBDYX","Mag_FCHMC MagFld_UBDYX","Uvec","24","8","DFP","Processed mag field unit vector in BDY frame","%14.6f"
341,4,"MSP0_MAGFLD_UBDYY","Mag_FCHMC MagFld_UBDYY","Uvec","32","8","DFP","Processed mag field unit vector in BDY frame","%14.6f"
341,5,"MSP0_MAGFLD_UBDYZ","Mag_FCHMC MagFld_UBDYZ","Uvec","40","8","DFP","Processed mag field unit vector in BDY frame","%14.6f"
341,6,"MSP0_MAGFLDMAG","Mag_FCHMC MagFldMag","T","48","8","DFP","Magnitude of processed magnetic field","%14.6f"
341,7,"MSP0_MAGFLDVALID","Mag_FCHMC MagFldValid","bool","56","4","ENUM","Is the processed measurement valid","%s"
341,8,"MSP0_MEASTIME","Mag_FCHMC MeasTime","sec","64","8","DFP","Last valid measurement time","%14.6f"
341,9,"MSP0_MEASVALIDCNT","Mag_FCHMC MeasValidCnt","none","72","4","ULI","Valid measurements counter","%d"
341,10,"MSP0_MEASFAULTCNT","Mag_FCHMC MeasFaultCnt","none","76","4","ULI","Fault measurements counter","%d"
341,11,"MSP0_SATURATION","Mag_FCHMC Saturation","bool","80","4","ENUM","Is an axis saturated","%s"
341,12,"MSP0_SATCNT_CUR","Mag_FCHMC SatCnt_CUR","none","84","4","ULI","Current saturation counts","%d"
341,13,"MSP0_SATCNT_CUM","Mag_FCHMC SatCnt_CUM","none","88","4","ULI","Cumulative saturation counts","%d"
341,14,"MSP0_SATCNT_MAX","Mag_FCHMC SatCnt_MAX","none","92","4","ULI","Maximum saturation counts","%d"
341,15,"MSP0_MAGCLNSTATE","Mag_FCHMC MagClnState","bool","96","4","ENUM","Is the magnetometer measurement in quiescent","%s"
341,16,"MSP0_TIMEVALID","Mag_FCHMC TimeValid","bool","100","4","ENUM","Is the measurement time after the previous time","%s"
341,17,"MSP0_TIMEINVALIDCNT","Mag_FCHMC TimeInvalidCnt","none","104","4","ULI","Counter of invalid times","%d"
341,18,"MSP0_TIMESINCELASTVAL","Mag_FCHMC TimeSinceLastVal","s","112","8","DFP","Time since the last valid value","%14.6f"
301,0,"RSP0_RATE","MPU_X Rate","rad/s","0","8","DFP","Processed rate by sensor","%14.6f"
301,1,"RSP0_TIMESINCELASTVAL","MPU_X TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
301,2,"RSP0_MEASVALID","MPU_X MeasValid","bool","16","4","ENUM","Is the measurement valid","%s"
301,3,"RSP0_MAGVALID","MPU_X MagValid","bool","20","4","ENUM","Is the magnitude check valid","%s"
301,4,"RSP0_TIMEVALID","MPU_X TimeValid","bool","24","4","ENUM","Is the time check valid","%s"
301,5,"RSP0_CONVALID","MPU_X ConValid","bool","28","4","ENUM","Is the consistency check valid","%s"
301,6,"RSP0_TIMEINVALCNTR","MPU_X TimeInvalCntr","none","32","4","ULI","Counter of time invalid conditions","%d"
301,7,"RSP0_CONINVALCNTR","MPU_X ConInvalCntr","none","36","4","ULI","Counter of consistency invalid conditions","%d"
301,8,"RSP0_MEASVALCNTR","MPU_X MeasValCntr","none","40","4","ULI","Counter of measurement valid conditions","%d"
301,9,"RSP0_FPURATEMAG_CUR","MPU_X FPURateMag_CUR","none","44","4","ULI","Fault counter of current magnitude violations","%d"
301,10,"RSP0_FPURATEMAG_CUM","MPU_X FPURateMag_CUM","none","48","4","ULI","Fault counter of cumulative magnitude violations","%d"
301,11,"RSP0_FPURATEMAG_MAX","MPU_X FPURateMag_MAX","none","52","4","ULI","Fault counter of max consecutive magnitude violations","%d"
301,12,"RSP0_FPURATECON_CUR","MPU_X FPURateCon_CUR","none","56","4","ULI","Fault counter of current consistency violations","%d"
301,13,"RSP0_FPURATECON_CUM","MPU_X FPURateCon_CUM","none","60","4","ULI","Fault counter of cumulative consistency violations","%d"
301,14,"RSP0_FPURATECON_MAX","MPU_X FPURateCon_MAX","none","64","4","ULI","Fault counter of max consecutive consistency violations","%d"
302,0,"RSP1_RATE","MPU_Y Rate","rad/s","0","8","DFP","Processed rate by sensor","%14.6f"
302,1,"RSP1_TIMESINCELASTVAL","MPU_Y TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
302,2,"RSP1_MEASVALID","MPU_Y MeasValid","bool","16","4","ENUM","Is the measurement valid","%s"
302,3,"RSP1_MAGVALID","MPU_Y MagValid","bool","20","4","ENUM","Is the magnitude check valid","%s"
302,4,"RSP1_TIMEVALID","MPU_Y TimeValid","bool","24","4","ENUM","Is the time check valid","%s"
302,5,"RSP1_CONVALID","MPU_Y ConValid","bool","28","4","ENUM","Is the consistency check valid","%s"
302,6,"RSP1_TIMEINVALCNTR","MPU_Y TimeInvalCntr","none","32","4","ULI","Counter of time invalid conditions","%d"
302,7,"RSP1_CONINVALCNTR","MPU_Y ConInvalCntr","none","36","4","ULI","Counter of consistency invalid conditions","%d"
302,8,"RSP1_MEASVALCNTR","MPU_Y MeasValCntr","none","40","4","ULI","Counter of measurement valid conditions","%d"
302,9,"RSP1_FPURATEMAG_CUR","MPU_Y FPURateMag_CUR","none","44","4","ULI","Fault counter of current magnitude violations","%d"
302,10,"RSP1_FPURATEMAG_CUM","MPU_Y FPURateMag_CUM","none","48","4","ULI","Fault counter of cumulative magnitude violations","%d"
302,11,"RSP1_FPURATEMAG_MAX","MPU_Y FPURateMag_MAX","none","52","4","ULI","Fault counter of max consecutive magnitude violations","%d"
302,12,"RSP1_FPURATECON_CUR","MPU_Y FPURateCon_CUR","none","56","4","ULI","Fault counter of current consistency violations","%d"
302,13,"RSP1_FPURATECON_CUM","MPU_Y FPURateCon_CUM","none","60","4","ULI","Fault counter of cumulative consistency violations","%d"
302,14,"RSP1_FPURATECON_MAX","MPU_Y FPURateCon_MAX","none","64","4","ULI","Fault counter of max consecutive consistency violations","%d"
303,0,"RSP2_RATE","MPU_Z Rate","rad/s","0","8","DFP","Processed rate by sensor","%14.6f"
303,1,"RSP2_TIMESINCELASTVAL","MPU_Z TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
303,2,"RSP2_MEASVALID","MPU_Z MeasValid","bool","16","4","ENUM","Is the measurement valid","%s"
303,3,"RSP2_MAGVALID","MPU_Z MagValid","bool","20","4","ENUM","Is the magnitude check valid","%s"
303,4,"RSP2_TIMEVALID","MPU_Z TimeValid","bool","24","4","ENUM","Is the time check valid","%s"
303,5,"RSP2_CONVALID","MPU_Z ConValid","bool","28","4","ENUM","Is the consistency check valid","%s"
303,6,"RSP2_TIMEINVALCNTR","MPU_Z TimeInvalCntr","none","32","4","ULI","Counter of time invalid conditions","%d"
303,7,"RSP2_CONINVALCNTR","MPU_Z ConInvalCntr","none","36","4","ULI","Counter of consistency invalid conditions","%d"
303,8,"RSP2_MEASVALCNTR","MPU_Z MeasValCntr","none","40","4","ULI","Counter of measurement valid conditions","%d"
303,9,"RSP2_FPURATEMAG_CUR","MPU_Z FPURateMag_CUR","none","44","4","ULI","Fault counter of current magnitude violations","%d"
303,10,"RSP2_FPURATEMAG_CUM","MPU_Z FPURateMag_CUM","none","48","4","ULI","Fault counter of cumulative magnitude violations","%d"
303,11,"RSP2_FPURATEMAG_MAX","MPU_Z FPURateMag_MAX","none","52","4","ULI","Fault counter of max consecutive magnitude violations","%d"
303,12,"RSP2_FPURATECON_CUR","MPU_Z FPURateCon_CUR","none","56","4","ULI","Fault counter of current consistency violations","%d"
303,13,"RSP2_FPURATECON_CUM","MPU_Z FPURateCon_CUM","none","60","4","ULI","Fault counter of cumulative consistency violations","%d"
303,14,"RSP2_FPURATECON_MAX","MPU_Z FPURateCon_MAX","none","64","4","ULI","Fault counter of max consecutive consistency violations","%d"
321,0,"STP0_Q_ECI2BDY0","Sinclair_STR Q_ECI2BDY0","none","0","8","DFP","Sensor measurement in ECI2BDY frame","%14.6f"
321,1,"STP0_Q_ECI2BDY1","Sinclair_STR Q_ECI2BDY1","none","8","8","DFP","Sensor measurement in ECI2BDY frame","%14.6f"
321,2,"STP0_Q_ECI2BDY2","Sinclair_STR Q_ECI2BDY2","none","16","8","DFP","Sensor measurement in ECI2BDY frame","%14.6f"
321,3,"STP0_Q_ECI2BDY3","Sinclair_STR Q_ECI2BDY3","none","24","8","DFP","Sensor measurement in ECI2BDY frame","%14.6f"
321,4,"STP0_Q_CBI2BDY0","Sinclair_STR Q_CBI2BDY0","none","32","8","DFP","Sensor measurement in CBI2BDY frame","%14.6f"
321,5,"STP0_Q_CBI2BDY1","Sinclair_STR Q_CBI2BDY1","none","40","8","DFP","Sensor measurement in CBI2BDY frame","%14.6f"
321,6,"STP0_Q_CBI2BDY2","Sinclair_STR Q_CBI2BDY2","none","48","8","DFP","Sensor measurement in CBI2BDY frame","%14.6f"
321,7,"STP0_Q_CBI2BDY3","Sinclair_STR Q_CBI2BDY3","none","56","8","DFP","Sensor measurement in CBI2BDY frame","%14.6f"
321,8,"STP0_MEASVALID","Sinclair_STR MeasValid","bool","64","4","ENUM","Is the measurement valid?","%s"
321,9,"STP0_MEASTIME","Sinclair_STR MeasTime","s","72","8","DFP","Timestamp of the current measurement","%14.6f"
321,10,"STP0_TIMESINCELASTVAL","Sinclair_STR TimeSinceLastVal","s","80","8","DFP","Time since the last valid value","%14.6f"
331,0,"SSP0_MEASVALID","SunSens_Mx MeasValid","bool","0","4","ENUM","Is the measurement valid","%s"
331,1,"SSP0_TIMESINCELASTVAL","SunSens_Mx TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
331,2,"SSP0_SUNEST_USUNX","SunSens_Mx SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
331,3,"SSP0_SUNEST_USUNY","SunSens_Mx SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
331,4,"SSP0_SUNEST_USUNZ","SunSens_Mx SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
331,5,"SSP0_SUNEST_UBDYX","SunSens_Mx SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
331,6,"SSP0_SUNEST_UBDYY","SunSens_Mx SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
331,7,"SSP0_SUNEST_UBDYZ","SunSens_Mx SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
333,0,"SSP2_MEASVALID","SunSens_My MeasValid","bool","0","4","ENUM","Is the measurement valid","%s"
333,1,"SSP2_TIMESINCELASTVAL","SunSens_My TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
333,2,"SSP2_SUNEST_USUNX","SunSens_My SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
333,3,"SSP2_SUNEST_USUNY","SunSens_My SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
333,4,"SSP2_SUNEST_USUNZ","SunSens_My SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
333,5,"SSP2_SUNEST_UBDYX","SunSens_My SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
333,6,"SSP2_SUNEST_UBDYY","SunSens_My SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
333,7,"SSP2_SUNEST_UBDYZ","SunSens_My SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
335,0,"SSP4_MEASVALID","SunSens_Mz MeasValid","bool","0","4","ENUM","Is the measurement valid","%s"
335,1,"SSP4_TIMESINCELASTVAL","SunSens_Mz TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
335,2,"SSP4_SUNEST_USUNX","SunSens_Mz SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
335,3,"SSP4_SUNEST_USUNY","SunSens_Mz SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
335,4,"SSP4_SUNEST_USUNZ","SunSens_Mz SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
335,5,"SSP4_SUNEST_UBDYX","SunSens_Mz SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
335,6,"SSP4_SUNEST_UBDYY","SunSens_Mz SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
335,7,"SSP4_SUNEST_UBDYZ","SunSens_Mz SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
332,0,"SSP1_MEASVALID","SunSens_Px MeasValid","bool","0","4","ENUM","Is the measurement valid","%s"
332,1,"SSP1_TIMESINCELASTVAL","SunSens_Px TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
332,2,"SSP1_SUNEST_USUNX","SunSens_Px SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
332,3,"SSP1_SUNEST_USUNY","SunSens_Px SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
332,4,"SSP1_SUNEST_USUNZ","SunSens_Px SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
332,5,"SSP1_SUNEST_UBDYX","SunSens_Px SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
332,6,"SSP1_SUNEST_UBDYY","SunSens_Px SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
332,7,"SSP1_SUNEST_UBDYZ","SunSens_Px SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
334,0,"SSP3_MEASVALID","SunSens_Py MeasValid","bool","0","4","ENUM","Is the measurement valid","%s"
334,1,"SSP3_TIMESINCELASTVAL","SunSens_Py TimeSinceLastVal","s","8","8","DFP","Time since the last valid value","%14.6f"
334,2,"SSP3_SUNEST_USUNX","SunSens_Py SunEst_USUNX","Uvec","16","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
334,3,"SSP3_SUNEST_USUNY","SunSens_Py SunEst_USUNY","Uvec","24","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
334,4,"SSP3_SUNEST_USUNZ","SunSens_Py SunEst_USUNZ","Uvec","32","8","DFP","Filtered sun vector estimate in the sun sensor frame","%14.6f"
334,5,"SSP3_SUNEST_UBDYX","SunSens_Py SunEst_UBDYX","Uvec","40","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
334,6,"SSP3_SUNEST_UBDYY","SunSens_Py SunEst_UBDYY","Uvec","48","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
334,7,"SSP3_SUNEST_UBDYZ","SunSens_Py SunEst_UBDYZ","Uvec","56","8","DFP","Filtered sun vector estimate in the body frame","%14.6f"
1002,0,"ACS_LASTFCR","ADCS Cmd Last Function Code Rcv","none","0","4","ULI","ADCS Command Last Function Code Received","%d"
1002,1,"ACS_LASTFCP","ADCS Cmd Last Function Code Proc","none","4","4","ULI","ADCS Command Last Function Code Processed","%d"
1002,2,"ACS_CMDACCCNT","ADCS Cmd Accept Count","counts","8","4","ULI","ADCS Command Accepted Count","%d"
1002,3,"ACS_CMDREJCNT","ADCS Cmd Reject Count","counts","12","4","ULI","ADCS Command Rejected Count","%d"
1003,0,"ACS_SOFTIME_S","ADCS Time SOF Seconds","s","0","4","SLI","ADCS Time Start Of Frame Seconds","%d"
1003,1,"ACS_SOFTIME_SS","ADCS Time SOF Sub-Seconds","ss","4","2","UI","ADCS Time Start Of Frame Sub-Seconds","%u"
1003,2,"ACS_POSTIME_S","ADCS Time POS Seconds","s","8","4","SLI","ADCS Time Process Outputs Seconds","%d"
1003,3,"ACS_POSTIME_SS","ADCS Time POS Sub-Seconds","ss","12","2","UI","ADCS Time Process Outputs Sub-Seconds","%u"
1003,4,"ACS_PISTIME_S","ADCS Time PIS Seconds","s","16","4","SLI","ADCS Time Process Inputs Seconds","%d"
1003,5,"ACS_PISTIME_SS","ADCS Time PIS Sub-Seconds","ss","20","2","UI","ADCS Time Process Inputs Sub-Seconds","%u"
1003,6,"ACS_ITSTIME_S","ADCS Time SOI Seconds","s","24","4","SLI","ADCS Time Start Of Iterate Seconds","%d"
1003,7,"ACS_ITSTIME_SS","ADCS Time SOI Sub-Seconds","ss","28","2","UI","ADCS Time Start Of Iterate Sub-Seconds","%u"
1003,8,"ACS_ITETIME_S","ADCS Time EOI Seconds","s","32","4","SLI","ADCS Time End Of Iterate Seconds","%d"
1003,9,"ACS_ITETIME_SS","ADCS Time EOI Sub-Seconds","ss","36","2","UI","ADCS Time End Of Iterate Sub-Seconds","%u"
1003,10,"ACS_EOFTIME_S","ADCS Time EOF Seconds","s","40","4","SLI","ADCS Time End Of Frame Seconds","%d"
1003,11,"ACS_EOFTIME_SS","ADCS Time EOF Sub-Seconds","ss","44","2","UI","ADCS Time End Of Frame Sub-Seconds","%u"
3000,0,"OCM0_TOTALTX","ODY Comm System 1 TotalTx","Mbits","0","8","DFP","Total data transmitted by this comm system","%14.6f"
3000,1,"OCM0_TOTALRX","ODY Comm System 1 TotalRx","Mbits","8","8","DFP","Total data received by this comm system","%14.6f"
3000,2,"OCM0_RX_PWRSTATE","ODY Comm System 1 Rx_PwrState","none","16","4","ENUM","Is the receiver off/on/standby?","%s"
3000,3,"OCM0_TX_PWRSTATE","ODY Comm System 1 Tx_PwrState","none","20","4","ENUM","Is the transmitter off/on/standby?","%s"
123,0,"CDT_MYTORQUEX","Custom Disturbance MyTorqueX","N*m","0","8","DFP","My custom torque vector","%14.6f"
123,1,"CDT_MYTORQUEY","Custom Disturbance MyTorqueY","N*m","8","8","DFP","My custom torque vector","%14.6f"
123,2,"CDT_MYTORQUEZ","Custom Disturbance MyTorqueZ","N*m","16","8","DFP","My custom torque vector","%14.6f"
3500,0,"OSD_RCDRSTATE","ODY Data Recorder RcdrState","MBytes","0","8","DFP","Current data state of recorder","%14.6f"
3500,1,"OSD_RCDRSTATEPCT","ODY Data Recorder RcdrStatePct","%","8","8","DFP","Current data percentage full of recorder","%14.6f"
3500,2,"OSD_TOTALPLDDATA","ODY Data Recorder TotalPldData","MBytes","16","8","DFP","Total data collected by all payloads","%14.6f"
3500,3,"OSD_TOTALTXDATA","ODY Data Recorder TotalTxData","MBytes","24","8","DFP","Total data transmitted by all transmitters (Does not include any Tx Overhead)","%14.6f"
2300,0,"OEP_DATAEPOCH","ODY Ephemeris DataEpoch","s","0","8","DFP","Time associated with data elements","%14.6f"
2300,1,"OEP_Q_CBI2CBF0","ODY Ephemeris Q_CBI2CBF0","none","8","8","DFP","True quaternion rotation from CBI to CBF frame","%14.6f"
2300,2,"OEP_Q_CBI2CBF1","ODY Ephemeris Q_CBI2CBF1","none","16","8","DFP","True quaternion rotation from CBI to CBF frame","%14.6f"
2300,3,"OEP_Q_CBI2CBF2","ODY Ephemeris Q_CBI2CBF2","none","24","8","DFP","True quaternion rotation from CBI to CBF frame","%14.6f"
2300,4,"OEP_Q_CBI2CBF3","ODY Ephemeris Q_CBI2CBF3","none","32","8","DFP","True quaternion rotation from CBI to CBF frame","%14.6f"
2300,5,"OEP_MAGFLD_CBIX","ODY Ephemeris MagFld_CBIX","T","40","8","DFP","True ambient magnetic field at SC position in CBI frame","%0.8e"
2300,6,"OEP_MAGFLD_CBIY","ODY Ephemeris MagFld_CBIY","T","48","8","DFP","True ambient magnetic field at SC position in CBI frame","%0.8e"
2300,7,"OEP_MAGFLD_CBIZ","ODY Ephemeris MagFld_CBIZ","T","56","8","DFP","True ambient magnetic field at SC position in CBI frame","%0.8e"
2300,8,"OEP_MAGFLD_CBFX","ODY Ephemeris MagFld_CBFX","T","64","8","DFP","True ambient magnetic field at SC position in CBF frame","%0.8e"
2300,9,"OEP_MAGFLD_CBFY","ODY Ephemeris MagFld_CBFY","T","72","8","DFP","True ambient magnetic field at SC position in CBF frame","%0.8e"
2300,10,"OEP_MAGFLD_CBFZ","ODY Ephemeris MagFld_CBFZ","T","80","8","DFP","True ambient magnetic field at SC position in CBF frame","%0.8e"
2300,11,"OEP_MAGFLD_BDYX","ODY Ephemeris MagFld_BDYX","T","88","8","DFP","True ambient magnetic field at SC position in BDY frame","%0.8e"
2300,12,"OEP_MAGFLD_BDYY","ODY Ephemeris MagFld_BDYY","T","96","8","DFP","True ambient magnetic field at SC position in BDY frame","%0.8e"
2300,13,"OEP_MAGFLD_BDYZ","ODY Ephemeris MagFld_BDYZ","T","104","8","DFP","True ambient magnetic field at SC position in BDY frame","%0.8e"
2300,14,"OEP_MAGFLD_UBDYX","ODY Ephemeris MagFld_UBDYX","Uvec","112","8","DFP","True ambient magnetic unit direction at SC position in BDY frame","%14.6f"
2300,15,"OEP_MAGFLD_UBDYY","ODY Ephemeris MagFld_UBDYY","Uvec","120","8","DFP","True ambient magnetic unit direction at SC position in BDY frame","%14.6f"
2300,16,"OEP_MAGFLD_UBDYZ","ODY Ephemeris MagFld_UBDYZ","Uvec","128","8","DFP","True ambient magnetic unit direction at SC position in BDY frame","%14.6f"
2300,17,"OEP_POS_CBIX","ODY Ephemeris Pos_CBIX","m","136","8","DFP","True spacecraft position in CBI frame","%14.6f"
2300,18,"OEP_POS_CBIY","ODY Ephemeris Pos_CBIY","m","144","8","DFP","True spacecraft position in CBI frame","%14.6f"
2300,19,"OEP_POS_CBIZ","ODY Ephemeris Pos_CBIZ","m","152","8","DFP","True spacecraft position in CBI frame","%14.6f"
2300,20,"OEP_POS_CBFX","ODY Ephemeris Pos_CBFX","m","160","8","DFP","True spacecraft position in CBF frame","%14.6f"
2300,21,"OEP_POS_CBFY","ODY Ephemeris Pos_CBFY","m","168","8","DFP","True spacecraft position in CBF frame","%14.6f"
2300,22,"OEP_POS_CBFZ","ODY Ephemeris Pos_CBFZ","m","176","8","DFP","True spacecraft position in CBF frame","%14.6f"
